,textID,text,len,clean
255,7e3c091fc2,going to shower because i don`t want to smell at school tomorrow,12,go shower want smell school tomorrow
256,869bb56451, Sigh... you know I am...,5,sigh  know 
257,09ad12cc5c,"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",20,discover bug new  netplayer  build  publishing bug fix  hopefully new beta tomorrow
258,251aa82551,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,14, free twitt tool get follower      
259,8e0a0ffbe1,just got home from work.... and is chugging down a big bottle of apple juice.,15,get home work  chug big bottle apple juice 
260,799f65f193, Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,20,yes  please  go  die cry  normally lead small animal get harm
261,d06582e26d,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,16,write report card   soooo tired amazing day  check fb soon 
262,dbe1d16b29, it was only once for my big brother...and I`m done now,11,big brother 
263,7809dd704a,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,21,good news  finally finish  easactive workout pause  hour  bad news  resistance band tear
264,97334eb7c0,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",23,well good morning  wonderful day neighborhood   thank follow another  morning
265,e1546f901a,FTSK and Mercy Mercedes were amazing tonight.. as always,9,ftsk mercy mercedes amazing tonight  always
266,2ece7f3810,  hope he is ok!,4,hope ok 
267,ba309a37d1,can`t school just be done already? it hurts too much... seeing him every day,14,school already  hurt much  see every day
268,84ca20505a,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",24,wait  listen wind blow tumbleweed  none old enough know someone say  crackerack  
269,de8c4c410d, Hell Yeah!,2,hell yeah 
270,e33d5ceea2, HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,16,shirt dinner  need ask     actually ville 
271,394881b7d0, i know!!,2,know  
272,52d8be9124, huh what the ****? Smelly? Noooo. I love alex Vixon,10,huh      smelly  noooo  love alex vixon
273,dabe649ee3,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",25,go party last night  dindin show match outfit  great mind think alike  anyway  happy birthday  eat lara
274,2a5bb8d827," Happy b-day! Just woke up on this side of Earth, so wishes are bit late",15,happy b  day  wake side earth  wish bite late
275,dbbbbe6059,"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",25,thank teach value well person day   love much  good mum world
276,894e188d01,HAPPY MOTHERS DAY.!,3,happy mothers day  
277,a91ca2ffae," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",22, laugh  glad self confidence  wonderful trait   applaud extra loud  okay 
278,89d5b3f0b5,  Thanks,1,thank
279,fe0abe1754,twittering after 2 days!,4,twitter  day 
280,1b6380b1b3,Getting ready for week  Its too nice today to be stuck inside working!,13,get ready week   nice today stick inside work 
281,02c004bc2d,I am tres depressed,4,tre depress
282,b4d5f1e13e,"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",23,feel like      behave like son  eat compensate  pig home  roast sugar almond  painful tum  throw  still feel sick 
283,80481307d5,Happy Mothers Day people. i love my mom a lot still,11,happy mothers day people  love mom lot still
284,05a0e60f99, I`m sorry to hear that.,5,sorry hear 
285,e3cc598980," That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",20,awesome dude  yay surprise celebrity    get meet year ago  soooo friendly 
286,a2cf6cc397," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",22,make happy hear girl talk  tweet  nba   could give nugget love  
287,53e78f3f89,Is getting the hang of Twitter.,6,get hang twitter 
288,ba83f744d8,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,28,know neck jack force pay parking bc turn head parallel park free space 
289,2dd0cddb70,I want it BACK NOW!: http://bit.ly/PP1WZ,6,want back   
290,e3a1b65ef3,Going to miss my roomie ... We will no longer be roomies starting tomorrow,14,go miss roomie  longer roomie start tomorrow
291,7ae37ef593,"bathing with two little angels, Keyla and Janice.",8,bathe two little angel  keyla janice 
292,73fa7068a2," Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",20,yep  finish  chock full spelling grammatical error  clean tomorrow pop   hehe
293,f5b15be6f6, HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,21,hahahha lol true  always remember bd never remember date even day
294,68bda81bb9,"Family is here,hanging with them",5,family  hang
295,59e77db781,Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,13,watch ellen love   dish   tanning  gorgeous 
296,e3731b6ce8, what`s goin on hun?  I`m worried about you,8,go hun    worried
297,b09362ee8e, Im not bannished... but I am at work till 6,10,bannished  work till 
298,c4f9792d55," Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",19,morning  get see  let know  right  go go see wolverine 
299,20d4300a14," red top tabloids, build em up, knock em down",9,red top tabloid  build  knock
300,7b69f49c42,tonight in party w/ my girls (minus vita),8,tonight party w girl  minus vita 
301,519a5d3be7,  why not now you made me sad I thought you`d be jumping for joy,14,make sad think would jump joy
302,aa97eca66f, Simple my a#@,3,simple
303,d3230b7cfd,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",29,pic upload baby pic cat  missy adult pretty little kitty  batty kitten heaven
304,294df18b9f," I saw the play of it here, it was amazing",10,see play  amazing
305,e5e2d9d1f3, _ i am glad to break my twitter virginity with you two.,12, glad break twitt virginity two 
306,b7a9ba95d0,Dinner with the fam... I have missed them,8,dinner fam  miss
307,6943d0f480,"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",21, live want  well  bind bad egg though  soon learn 
308,9e047ed52a,Hell yeah Kellynn got a Twitter. Finally.,7,hell yeah kellynn get twitter  finally 
309,a54d3c2825," I know   It was worth a shot, though!",8,know    worth shot  though 
310,5b578d0b4c,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",18,open facebook account  little confused really get  twitter seem much well
311,c4ab28566e,Ship. I`m stuck.,3,ship  stuck 
312,162a2510d2,DUSTBIN BABY ON AT 11.30 Cannot wait  x,8,dustbin baby  wait   x
313,c25871ec9e," Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",22,go dwell  happen  pass  shame supportive  life    x
315,ddd4dd7be4,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,24,look like office tv doe get mlb network  look like mlbn televise det  bal game today    wieter
316,d2af698d65,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,17,home empty hand    comicstrip find today    shall indulge cupcake magnolia bakery 
317,1594011c6d,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,12,lay bed til workkk  oh life  definitely pinch nerve 
318,bb61a7094b,today is a busy day. exhausting!,6,today busy day  exhausting 
319,454ea2153b," I was going to go on Sunday, but now I`ve got too much going on that weekend",17,go go sunday  get much go weekend
320,b5dd587dd2, Sorry to hear ur flight got cancelled  that blows!!!,9,sorry hear ur flight get cancel   blow   
321,e5160216a5,ohh my tooth is hurts ohh  im sad it very hurts,11,ohh tooth hurt ohh   sad hurt
322,ea3320d696,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",26,get distracted  would like thank new follower take trouble follow   feelin love
323,5680a0b488, u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,14,think bill haii finish pay mine broke
324,ed6c2e4824, Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,27,sure say  big  jst see pic ur last bday  look pretty   miss  
325,a8f2acd515,sore throat. Planning the TET outing to Marwell though...good times,10,sore throat  plan tet outing marwell though  good time
326,e9f7f78cfa,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,28,mcfly gig last nightt omg amazin sit whole thing   mcfly see good mate tutus
327,4c71b5fb91,2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,17, day without sleep migraine  think life postr mean relax
328,be8544ffb1, There!,1,
329,0404648e1c,?sucks!?..,1, suck   
330,e136c0f2af, whens the sway sway winner announced?,6,sway sway winner announce 
331,032e865dc7, K will check it out...,5,k check 
332,d723ea3299," doing pretty well, up and wide awake",7,pretty well  wide awake
333,3d208b8e59,"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",27,want wake early  get coffee tomorrow  today     go busyy day  keep write  booo whoo 
334,f1f5e8edfa,I Miss Daddy and Mommy,5,miss daddy mommy
335,51f4502988,"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",24,dog officially depressed brother dog go  want go outside  play half  heartedly 
336,728c29215f,I just realized that I can`t forward text msgs with my iPhone.,12,realize forward text msgs iphone 
337,c9091836ce,"My frist post... Off to find a new car for my parents, exciting!",13,frist post  find new car parent  exciting 
338,9668542b2a,Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,22,argh noo  missed killers wossy    suck  miss brandon  total failure  anyone know repeat  must investigate 
339,cd5d081760,seriously bored without anyone to talk to... but not tired enough for sleep,13,seriously bored without anyone talk  tired enough sleep
340,061eb4c0de, I am lost. Please help me find a good home.,10,lose  please help find good home 
341,c20cb786c4,"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",28,peter  gordon morning      go piece want hide  go piece almost die  ever   
342,7733e8541a,Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,20,ok get bit bad back lift drum hardware car    downer 
343,58eda20efc, LMAO... Smh!  that one threw me off.,7,lmao  smh    one throw 
344,2f5c77dfb3, oh nice going!,3,oh nice go 
345,4646623c1d,Is getting ready for work... Working all weekend,8,get ready work  work weekend
346,a97db072ed,Gonna celebrate Mothers Day with the family but gonna start the partying tonite,13,go celebrate mothers day family go start party tonite
347,f3117413cc, i agree with you!,4,agree 
348,59cb0c3a14, I only do computers. Am hopeless at everything else,9,computer  hopeless everything else
349,322b61740c,"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",11, degree  gross sky  thunderstorm  perfect match mood   lol
350,7179c215a7,_2nd aww thanks!,3, nd aww thank 
351,1f581d48bc, Sorry RB is on PS3 for me,7,sorry rb ps
352,c42982a22d,I saw amazing heeels. But they were too big,9,see amazing heeel  big
